decision,step_id,actor,selected,legal_actions
76,76,2,打白,打2p | 打4p | 打5m | 打5s | 打5s | 打6m | 打6s | 打7m | 打7s | 打8p | 打白 | 打南
77,77,3,过,过
78,78,0,过,过
79,79,1,过,过
80,80,3,打3m,打2s | 打3m | 打3s | 打4m | 打6p | 打6s | 打7p | 打中 | 打发
81,81,0,"CHI 3m consumed=[2m,4m] from P3","CHI 3m consumed=[2m,4m] from P3 | 过"
82,82,0,打西,打1s | 打3p | 打6m | 打7p | 打8m | 打9m | 打西
83,83,1,过,过
84,84,2,过,过
85,85,3,过,过
86,86,1,打5s,打3p | 打4p | 打4s | 打5p | 打5p | 打5s | 打6m | 打7m | 打8m
87,87,2,过,"PON 5s consumed=[5s,5s] from P1 | CHI 5s consumed=[6s,7s] from P1 | 过"
88,88,3,过,过
89,89,0,过,过
90,90,2,打东,打2p | 打4p | 打5m | 打5s | 打5s | 打6m | 打6s | 打7m | 打7s | 打8p | 打东 | 打南
91,91,3,过,过
92,92,0,过,过
93,93,1,过,过
94,94,3,打发,打1m | 打2s | 打3m | 打3s | 打4m | 打6p | 打6s | 打7p | 打中 | 打发
95,95,0,过,过
96,96,1,过,过
97,97,2,过,过
98,98,0,打1m,打1m | 打1s | 打3p | 打6m | 打7p | 打8m | 打9m
99,99,1,过,过
100,100,2,过,过
101,101,3,过,过
102,102,1,打5s,打3p | 打4p | 打4s | 打5p | 打5p | 打5s | 打6m | 打7m | 打8m
103,103,2,"CHI 5s consumed=[6s,7s] from P1","PON 5s consumed=[5s,5s] from P1 | CHI 5s consumed=[6s,7s] from P1 | 过"
104,104,2,打南,打2p | 打4p | 打5m | 打6m | 打6s | 打7m | 打8p | 打南
105,105,3,过,过
106,106,0,过,过
107,107,1,过,过
108,108,3,打1m,打1m | 打2s | 打3m | 打3s | 打4m | 打6p | 打6s | 打7p | 打8m | 打中
109,109,0,过,过
110,110,1,过,过
111,111,2,过,过
112,112,0,打1s,打1s | 打3p | 打6m | 打7p | 打8m | 打9m
113,113,1,过,过
114,114,2,过,过
115,115,3,过,过
116,116,1,打4p,打3p | 打4p | 打4s | 打5p | 打5p | 打6m | 打7m | 打7s | 打8m
117,117,2,过,过
118,118,3,过,过
119,119,0,过,过
120,120,2,打4m,打2p | 打4m | 打4p | 打5m | 打5s | 打5s | 打6m | 打6s | 打7m | 打8p
121,121,3,过,过
122,122,0,过,过
123,123,1,过,过
124,124,3,打2s,打2s | 打3m | 打3s | 打4m | 打6p | 打6s | 打7p | 打8m | 打9m | 打中
125,125,0,过,过
126,126,1,过,过
127,127,2,过,过
128,128,0,打3p,打3p | 打6m | 打7p | 打8m | 打9m | 打西
129,129,1,过,过
130,130,2,过,过
131,131,3,过,过
132,132,1,打3p,打3p | 打4s | 打5m | 打5p | 打5p | 打6m | 打7m | 打7s | 打8m
133,133,2,过,"CHI 3p consumed=[2p,4p] from P1 | 过"
134,134,3,过,过
135,135,0,过,过
136,136,2,打9s,打2p | 打4p | 打5m | 打5s | 打5s | 打6m | 打6s | 打7m | 打8p | 打9s
137,137,3,过,过
138,138,0,过,过
139,139,1,过,过
140,140,3,打2s,打2s | 打3m | 打3s | 打4m | 打6p | 打6s | 打7p | 打8m | 打9m | 打中
141,141,0,过,过
142,142,1,过,过
143,143,2,过,过
144,144,0,打7s,打6m | 打7p | 打7s | 打8m | 打9m | 打西
145,145,1,过,过
146,146,2,过,过
147,147,3,过,过
148,148,1,打5m,打4s | 打5m | 打5p | 打5p | 打6m | 打7m | 打7s | 打8m | 打9s
149,149,2,过,"CHI 5m consumed=[6m,7m] from P1 | 过"
150,150,3,过,过
151,151,0,过,过
152,152,2,打8s,打2p | 打4p | 打5m | 打5s | 打5s | 打6m | 打6s | 打7m | 打8p | 打8s
153,153,3,过,过
154,154,0,过,过
155,155,1,过,过
156,156,3,打3m,打3m | 打3s | 打4m | 打6p | 打6s | 打7p | 打8m | 打9m | 打中 | 打西
157,157,0,过,过
158,158,1,过,过
159,159,2,过,过
160,160,0,打北,打6m | 打7p | 打8m | 打9m | 打北 | 打西
161,161,1,过,过
162,162,2,过,过
163,163,3,过,过
164,164,1,打6m,打4s | 打5p | 打5p | 打6m | 打6p | 打7m | 打7s | 打8m | 打9s
165,165,2,过,"CHI 6m consumed=[5m,7m] from P1 | 过"
166,166,3,过,过
167,167,0,过,过
168,168,2,打2p,打2p | 打4p | 打5m | 打5s | 打5s | 打6m | 打6s | 打7m | 打7p | 打8p
169,169,3,过,过
170,170,0,过,过
171,171,1,过,过
172,172,3,打2s,打2s | 打3s | 打4m | 打6p | 打6s | 打7p | 打8m | 打9m | 打中 | 打西
173,173,0,过,过
174,174,1,过,过
175,175,2,过,过
176,176,0,打3p,打3p | 打6m | 打7p | 打8m | 打9m | 打西
177,177,1,过,过
178,178,2,过,过
179,179,3,过,过
180,180,1,打中,打4s | 打5p | 打5p | 打6m | 打6p | 打7m | 打7s | 打8m | 打9s | 打中
181,181,2,过,过
182,182,3,过,过
183,183,0,过,过
184,184,2,打4p,打4p | 打5m | 打5p | 打5s | 打5s | 打6m | 打6s | 打7m | 打7p | 打8p
185,185,3,过,过
186,186,0,过,过
187,187,1,过,过
188,188,3,打中,打3s | 打4m | 打6p | 打6s | 打7p | 打8m | 打9m | 打中 | 打白 | 打西
189,189,0,过,过
190,190,1,过,过
191,191,2,过,过
192,192,0,打6m,打6m | 打7p | 打8m | 打9m | 打东 | 打西
193,193,1,过,"CHI 6m consumed=[7m,8m] from P0 | 过"
194,194,2,过,过
195,195,3,过,过
196,196,1,打2p,打2p | 打4s | 打5p | 打5p | 打6m | 打6p | 打7m | 打7s | 打8m | 打9s
197,197,2,过,过
198,198,3,过,过
199,199,0,过,过
200,200,2,打东,打5m | 打5p | 打5s | 打5s | 打6m | 打6s | 打7m | 打7p | 打8p | 打东
201,201,3,过,过
202,202,0,过,过
203,203,1,过,过
204,204,3,打3s,打3s | 打4m | 打6p | 打6s | 打7p | 打8m | 打8s | 打9m | 打白 | 打西
205,205,0,过,过
206,206,1,过,过
207,207,2,过,过
208,208,0,打东,打6p | 打7p | 打8m | 打9m | 打东 | 打西
209,209,1,过,过
210,210,2,过,过
211,211,3,过,过
212,212,1,打西,打4s | 打5p | 打5p | 打6m | 打6p | 打7m | 打7s | 打8m | 打9s | 打西
213,213,2,过,过
214,214,3,过,过
215,215,0,过,过
216,216,2,打2p,打2p | 打5m | 打5p | 打5s | 打5s | 打6m | 打6s | 打7m | 打7p | 打8p
217,217,3,过,过
218,218,0,过,过
219,219,1,过,过
220,220,3,打4m,打3s | 打4m | 打6p | 打6s | 打7p | 打8m | 打8s | 打9m | 打9p | 打白 | 打西
221,221,0,过,过
222,222,1,过,过
223,223,2,过,过
224,224,0,打西,打6p | 打7p | 打8m | 打9m | 打西
225,225,1,过,过
226,226,2,过,过
227,227,3,过,过
228,228,1,打3s,打3s | 打4s | 打5p | 打5p | 打6m | 打6p | 打7m | 打7s | 打8m | 打9s
229,229,2,过,过
230,230,3,过,过
231,231,0,过,过
232,232,2,打1m,打1m | 打5m | 打5p | 打5s | 打5s | 打6m | 打6s | 打7m | 打7p | 打8p
233,233,3,过,过
234,234,0,过,过
235,235,1,过,过
236,236,3,打6s,打3s | 打6p | 打6s | 打7p | 打8m | 打8s | 打9m | 打9p | 打白 | 打西
237,237,0,过,过
238,238,1,过,过
239,239,2,过,过
240,240,0,打1p,打1p | 打6p | 打7p | 打8m | 打9m
241,241,1,过,过
242,242,2,过,过
243,243,3,过,过
244,244,1,打9p,打4s | 打5p | 打5p | 打6m | 打6p | 打7m | 打7s | 打8m | 打9p | 打9s
245,245,2,过,"CHI 9p consumed=[7p,8p] from P1 | 过"
246,246,3,过,过
247,247,0,过,过
248,248,2,打3s,打3s | 打5m | 打5p | 打5s | 打5s | 打6m | 打6s | 打7m | 打7p | 打8p
249,249,3,过,过
250,250,0,过,过
251,251,1,过,过
252,252,3,打6s,打3s | 打6p | 打6s | 打7p | 打8m | 打8s | 打9m | 打9p | 打白 | 打西
253,253,0,过,过
254,254,1,过,过
255,255,2,过,过
256,256,0,打东,打6p | 打7p | 打8m | 打9m | 打东
257,257,1,过,过
258,258,2,过,过
259,259,3,过,过
260,260,1,打4s,打4s | 打5p | 打5p | 打6m | 打6p | 打7m | 打7s | 打8m | 打9s
261,261,2,过,"CHI 4s consumed=[5s,6s] from P1 | 过"
262,262,3,过,过
263,263,0,过,过
264,264,2,打5m,打4s | 打5m | 打5p | 打5s | 打5s | 打6m | 打6s | 打7m | 打7p | 打8p
265,265,3,过,过
266,266,0,过,过
267,267,1,过,过
268,268,3,打西,打3s | 打6p | 打7p | 打8m | 打8s | 打9m | 打9p | 打中 | 打白 | 打西
269,269,0,过,过
270,270,1,过,过
271,271,2,过,过
272,272,0,打4s,打4s | 打6p | 打7p | 打8m | 打9m
273,273,1,过,过
274,274,2,过,过
275,275,3,过,过
276,276,1,打1s,打1s | 打4s | 打5p | 打5p | 打6m | 打6p | 打7m | 打7s | 打8m | 打9s
277,277,2,过,过
278,278,3,过,过
279,279,0,过,过
280,280,2,打4s,打4s | 打5p | 打5s | 打5s | 打6m | 打6s | 打7m | 打7p | 打8p | 打9s
281,281,3,过,过
282,282,0,过,过
283,283,1,过,过
284,284,3,打中,打3s | 打5m | 打6p | 打7p | 打8m | 打8s | 打9m | 打9p | 打中 | 打白
285,285,0,过,过
286,286,1,过,过
287,287,2,过,过
288,288,0,打9p,打6p | 打7p | 打8m | 打9m | 打9p
289,289,1,过,过
290,290,2,过,过
291,291,3,过,过
